case_id	name	category	signature	expected_hex	inspiration
case_0194	reverse-and-rotate--reverse-loop-array-scatter-add-carry-0c2	bit-manipulation	reverse-loop,array-scatter,add-carry,horner-loop,array-scatter,short-circuit,counted-loop,popcount-loop,halfword-swap,halfword-swap,multiply-low,horner-loop	0x9f13e978	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0195	reverse-and-rotate--gray-decode-array-scatter-add-carry-0c3	bit-manipulation	gray-decode,array-scatter,add-carry,carry-chain,counted-loop,reverse-loop,halfword-swap,divide-rem,gray-decode,mask-merge,switch-phi,compare-select	0x14dc1bf2	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0196	reverse-and-rotate--minmax-clamp-array-scatter-add-carry-0c4	bit-manipulation	minmax-clamp,array-scatter,add-carry,minmax-clamp,short-circuit,endian-swap,popcount-loop,divide-rem,add-carry,compare-select,popcount-loop,counted-loop	0x087f4900	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0197	reverse-and-rotate--endian-swap-array-scatter-add-carry-0c5	bit-manipulation	endian-swap,array-scatter,add-carry,endian-swap,horner-loop,multiply-low,gray-decode,mask-merge,byte-pack,horner-loop,endian-swap,byte-pack	0xc351aaf8	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0198	reverse-and-rotate--carry-chain-array-scatter-add-carry-0c6	bit-manipulation	carry-chain,array-scatter,add-carry,counted-loop,byte-pack,endian-swap,byte-pack,short-circuit,divide-rem,array-scatter,multiply-low,horner-loop	0xb4079237	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0199	reverse-and-rotate--horner-loop-array-scatter-add-carry-0c7	bit-manipulation	horner-loop,array-scatter,add-carry,switch-phi,short-circuit,horner-loop,array-scatter,array-scatter,multiply-low,halfword-swap,horner-loop,reverse-loop	0x7f03e6fc	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0200	gray-code-roundtrip--add-carry-counted-loop-add-carry-0c8	bit-manipulation	add-carry,counted-loop,add-carry,multiply-low,rotate-mix,horner-loop,counted-loop,counted-loop,mask-merge,mask-merge,reverse-loop,minmax-clamp	0x150869b1	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0201	gray-code-roundtrip--sub-borrow-counted-loop-add-carry-0c9	bit-manipulation	sub-borrow,counted-loop,add-carry,rotate-mix,mask-merge,mask-merge,halfword-swap,byte-pack,reverse-loop,halfword-swap,carry-chain,popcount-loop	0x61f9b5d8	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0202	gray-code-roundtrip--rotate-mix-counted-loop-add-carry-0ca	bit-manipulation	rotate-mix,counted-loop,add-carry,popcount-loop,array-scatter,switch-phi,halfword-swap,counted-loop,popcount-loop,compare-select,short-circuit,sub-borrow	0xd87523be	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0203	gray-code-roundtrip--multiply-low-counted-loop-add-carry-0cb	bit-manipulation	multiply-low,counted-loop,add-carry,short-circuit,rotate-mix,array-scatter,compare-select,byte-pack,carry-chain,multiply-low,add-carry,halfword-swap	0xdcaaa9b6	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0204	gray-code-roundtrip--divide-rem-counted-loop-add-carry-0cc	bit-manipulation	divide-rem,counted-loop,add-carry,reverse-loop,divide-rem,reverse-loop,horner-loop,gray-decode,array-scatter,short-circuit,rotate-mix,add-carry	0x99591511	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0205	gray-code-roundtrip--mask-merge-counted-loop-add-carry-0cd	bit-manipulation	mask-merge,counted-loop,add-carry,gray-decode,multiply-low,short-circuit,popcount-loop,compare-select,counted-loop,sub-borrow,counted-loop,sub-borrow	0x537daf28	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0206	gray-code-roundtrip--compare-select-counted-loop-add-carry-0ce	bit-manipulation	compare-select,counted-loop,add-carry,divide-rem,horner-loop,reverse-loop,endian-swap,byte-pack,sub-borrow,horner-loop,divide-rem,array-scatter	0xc226a817	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0207	gray-code-roundtrip--byte-pack-counted-loop-add-carry-0cf	bit-manipulation	byte-pack,counted-loop,add-carry,mask-merge,short-circuit,halfword-swap,byte-pack,counted-loop,counted-loop,counted-loop,add-carry,halfword-swap	0x93305a4d	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0208	gray-code-roundtrip--halfword-swap-counted-loop-add-carry-0d0	bit-manipulation	halfword-swap,counted-loop,add-carry,array-scatter,compare-select,counted-loop,popcount-loop,reverse-loop,mask-merge,switch-phi,divide-rem,minmax-clamp	0xc0896235	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0209	gray-code-roundtrip--array-scatter-counted-loop-add-carry-0d1	bit-manipulation	array-scatter,counted-loop,add-carry,divide-rem,array-scatter,add-carry,gray-decode,gray-decode,reverse-loop,counted-loop,add-carry,array-scatter	0x1eeabb0d	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0210	gray-code-roundtrip--counted-loop-counted-loop-add-carry-0d2	bit-manipulation	counted-loop,counted-loop,add-carry,multiply-low,sub-borrow,rotate-mix,gray-decode,rotate-mix,mask-merge,add-carry,rotate-mix,endian-swap	0x162f59d7	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0211	gray-code-roundtrip--switch-phi-counted-loop-add-carry-0d3	bit-manipulation	switch-phi,counted-loop,add-carry,carry-chain,counted-loop,minmax-clamp,mask-merge,gray-decode,carry-chain,sub-borrow,reverse-loop,minmax-clamp	0x67a90f23	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0212	gray-code-roundtrip--short-circuit-counted-loop-add-carry-0d4	bit-manipulation	short-circuit,counted-loop,add-carry,short-circuit,divide-rem,horner-loop,halfword-swap,switch-phi,mask-merge,reverse-loop,divide-rem,add-carry	0x706be357	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0213	gray-code-roundtrip--popcount-loop-counted-loop-add-carry-0d5	bit-manipulation	popcount-loop,counted-loop,add-carry,array-scatter,horner-loop,popcount-loop,reverse-loop,compare-select,carry-chain,byte-pack,add-carry,mask-merge	0x88e04d98	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0214	gray-code-roundtrip--reverse-loop-counted-loop-add-carry-0d6	bit-manipulation	reverse-loop,counted-loop,add-carry,compare-select,gray-decode,byte-pack,reverse-loop,multiply-low,endian-swap,sub-borrow,carry-chain,mask-merge	0x5ab0df02	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0215	gray-code-roundtrip--gray-decode-counted-loop-add-carry-0d7	bit-manipulation	gray-decode,counted-loop,add-carry,multiply-low,halfword-swap,array-scatter,halfword-swap,carry-chain,reverse-loop,add-carry,rotate-mix,halfword-swap	0xb402c753	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0216	gray-code-roundtrip--minmax-clamp-counted-loop-add-carry-0d8	bit-manipulation	minmax-clamp,counted-loop,add-carry,byte-pack,reverse-loop,array-scatter,byte-pack,popcount-loop,halfword-swap,endian-swap,multiply-low,reverse-loop	0xeb770975	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0217	gray-code-roundtrip--endian-swap-counted-loop-add-carry-0d9	bit-manipulation	endian-swap,counted-loop,add-carry,rotate-mix,mask-merge,byte-pack,mask-merge,halfword-swap,gray-decode,halfword-swap,horner-loop,horner-loop	0xc2bd6564	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0218	gray-code-roundtrip--carry-chain-counted-loop-add-carry-0da	bit-manipulation	carry-chain,counted-loop,add-carry,endian-swap,endian-swap,sub-borrow,array-scatter,mask-merge,halfword-swap,reverse-loop,mask-merge,multiply-low	0x7a25139f	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0219	gray-code-roundtrip--horner-loop-counted-loop-add-carry-0db	bit-manipulation	horner-loop,counted-loop,add-carry,short-circuit,carry-chain,multiply-low,switch-phi,minmax-clamp,byte-pack,multiply-low,popcount-loop,carry-chain	0x891c8100	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0220	gray-code-roundtrip--add-carry-switch-phi-add-carry-0dc	bit-manipulation	add-carry,switch-phi,add-carry,counted-loop,short-circuit,add-carry,counted-loop,minmax-clamp,add-carry,halfword-swap,switch-phi,counted-loop	0xe6896431	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0221	gray-code-roundtrip--sub-borrow-switch-phi-add-carry-0dd	bit-manipulation	sub-borrow,switch-phi,add-carry,byte-pack,horner-loop,carry-chain,add-carry,array-scatter,gray-decode,popcount-loop,byte-pack,multiply-low	0x05a55a0c	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0222	gray-code-roundtrip--rotate-mix-switch-phi-add-carry-0de	bit-manipulation	rotate-mix,switch-phi,add-carry,add-carry,switch-phi,divide-rem,halfword-swap,divide-rem,short-circuit,gray-decode,mask-merge,multiply-low	0xdd4de0cc	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0223	gray-code-roundtrip--multiply-low-switch-phi-add-carry-0df	bit-manipulation	multiply-low,switch-phi,add-carry,endian-swap,short-circuit,counted-loop,compare-select,sub-borrow,multiply-low,carry-chain,array-scatter,reverse-loop	0xf30d230e	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0224	gray-code-roundtrip--divide-rem-switch-phi-add-carry-0e0	bit-manipulation	divide-rem,switch-phi,add-carry,mask-merge,gray-decode,mask-merge,rotate-mix,horner-loop,reverse-loop,byte-pack,divide-rem,popcount-loop	0xae5739b4	https://gcc.gnu.org/onlinedocs/gccint/Testsuites.html#index-gcc_002ec_002dtorture
case_0225	register-field-pack--mask-merge-switch-phi-add-carry-0e1	embedded-registers	mask-merge,switch-phi,add-carry,divide-rem,minmax-clamp,byte-pack,minmax-clamp,compare-select,endian-swap,counted-loop,halfword-swap,short-circuit	0xdd3f1f00	https://github.com/embench/embench-iot
case_0226	register-field-pack--compare-select-switch-phi-add-carry-0e2	embedded-registers	compare-select,switch-phi,add-carry,byte-pack,add-carry,mask-merge,divide-rem,byte-pack,reverse-loop,add-carry,rotate-mix,add-carry	0x6c820e5e	https://github.com/embench/embench-iot
case_0227	register-field-pack--byte-pack-switch-phi-add-carry-0e3	embedded-registers	byte-pack,switch-phi,add-carry,compare-select,switch-phi,horner-loop,reverse-loop,compare-select,popcount-loop,popcount-loop,reverse-loop,array-scatter	0xfd992539	https://github.com/embench/embench-iot
case_0228	register-field-pack--halfword-swap-switch-phi-add-carry-0e4	embedded-registers	halfword-swap,switch-phi,add-carry,minmax-clamp,sub-borrow,halfword-swap,gray-decode,rotate-mix,counted-loop,rotate-mix,short-circuit,popcount-loop	0xc2e1af86	https://github.com/embench/embench-iot
case_0229	register-field-pack--array-scatter-switch-phi-add-carry-0e5	embedded-registers	array-scatter,switch-phi,add-carry,endian-swap,reverse-loop,rotate-mix,mask-merge,gray-decode,endian-swap,byte-pack,add-carry,short-circuit	0x79318379	https://github.com/embench/embench-iot
case_0230	register-field-pack--counted-loop-switch-phi-add-carry-0e6	embedded-registers	counted-loop,switch-phi,add-carry,carry-chain,counted-loop,short-circuit,popcount-loop,counted-loop,reverse-loop,popcount-loop,carry-chain,divide-rem	0xc085b859	https://github.com/embench/embench-iot
case_0231	register-field-pack--switch-phi-switch-phi-add-carry-0e7	embedded-registers	switch-phi,switch-phi,add-carry,horner-loop,mask-merge,rotate-mix,horner-loop,byte-pack,array-scatter,short-circuit,carry-chain,array-scatter	0x9773f92d	https://github.com/embench/embench-iot
case_0232	register-field-pack--short-circuit-switch-phi-add-carry-0e8	embedded-registers	short-circuit,switch-phi,add-carry,horner-loop,horner-loop,reverse-loop,short-circuit,short-circuit,multiply-low,sub-borrow,horner-loop,byte-pack	0x4c8fb913	https://github.com/embench/embench-iot
case_0233	register-field-pack--popcount-loop-switch-phi-add-carry-0e9	embedded-registers	popcount-loop,switch-phi,add-carry,carry-chain,halfword-swap,add-carry,reverse-loop,array-scatter,short-circuit,minmax-clamp,gray-decode,carry-chain	0x5239cb1f	https://github.com/embench/embench-iot
case_0234	register-field-pack--reverse-loop-switch-phi-add-carry-0ea	embedded-registers	reverse-loop,switch-phi,add-carry,endian-swap,minmax-clamp,carry-chain,reverse-loop,halfword-swap,byte-pack,rotate-mix,mask-merge,counted-loop	0x331fb0f0	https://github.com/embench/embench-iot
case_0235	register-field-pack--gray-decode-switch-phi-add-carry-0eb	embedded-registers	gray-decode,switch-phi,add-carry,minmax-clamp,horner-loop,minmax-clamp,minmax-clamp,mask-merge,minmax-clamp,multiply-low,popcount-loop,horner-loop	0x152dcaf2	https://github.com/embench/embench-iot
case_0236	register-field-pack--minmax-clamp-switch-phi-add-carry-0ec	embedded-registers	minmax-clamp,switch-phi,add-carry,counted-loop,array-scatter,multiply-low,popcount-loop,popcount-loop,byte-pack,divide-rem,horner-loop,gray-decode	0x96bf87e7	https://github.com/embench/embench-iot
case_0237	register-field-pack--endian-swap-switch-phi-add-carry-0ed	embedded-registers	endian-swap,switch-phi,add-carry,switch-phi,reverse-loop,mask-merge,multiply-low,short-circuit,minmax-clamp,array-scatter,gray-decode,compare-select	0x6bb2b375	https://github.com/embench/embench-iot
case_0238	register-field-pack--carry-chain-switch-phi-add-carry-0ee	embedded-registers	carry-chain,switch-phi,add-carry,halfword-swap,reverse-loop,horner-loop,horner-loop,sub-borrow,horner-loop,switch-phi,popcount-loop,counted-loop	0x82270779	https://github.com/embench/embench-iot
case_0239	register-field-pack--horner-loop-switch-phi-add-carry-0ef	embedded-registers	horner-loop,switch-phi,add-carry,array-scatter,endian-swap,endian-swap,mask-merge,short-circuit,add-carry,counted-loop,array-scatter,multiply-low	0xcfbc9f52	https://github.com/embench/embench-iot
case_0240	register-field-pack--add-carry-short-circuit-add-carry-0f0	embedded-registers	add-carry,short-circuit,add-carry,array-scatter,multiply-low,byte-pack,switch-phi,minmax-clamp,multiply-low,horner-loop,array-scatter,switch-phi	0x328b3963	https://github.com/embench/embench-iot
case_0241	register-field-pack--sub-borrow-short-circuit-add-carry-0f1	embedded-registers	sub-borrow,short-circuit,add-carry,divide-rem,minmax-clamp,sub-borrow,popcount-loop,array-scatter,add-carry,rotate-mix,sub-borrow,carry-chain	0x35c668ff	https://github.com/embench/embench-iot
case_0242	register-field-pack--rotate-mix-short-circuit-add-carry-0f2	embedded-registers	rotate-mix,short-circuit,add-carry,switch-phi,short-circuit,multiply-low,endian-swap,minmax-clamp,horner-loop,add-carry,gray-decode,reverse-loop	0xf7e4d707	https://github.com/embench/embench-iot
case_0243	register-field-pack--multiply-low-short-circuit-add-carry-0f3	embedded-registers	multiply-low,short-circuit,add-carry,compare-select,gray-decode,endian-swap,gray-decode,array-scatter,halfword-swap,popcount-loop,multiply-low,switch-phi	0x10d03534	https://github.com/embench/embench-iot
case_0244	register-field-pack--divide-rem-short-circuit-add-carry-0f4	embedded-registers	divide-rem,short-circuit,add-carry,short-circuit,array-scatter,counted-loop,reverse-loop,array-scatter,multiply-low,rotate-mix,mask-merge,multiply-low	0x1af3c7e1	https://github.com/embench/embench-iot
case_0245	register-field-pack--mask-merge-short-circuit-add-carry-0f5	embedded-registers	mask-merge,short-circuit,add-carry,array-scatter,reverse-loop,divide-rem,short-circuit,divide-rem,add-carry,multiply-low,endian-swap,reverse-loop	0x9bb80ecb	https://github.com/embench/embench-iot
case_0246	register-field-pack--compare-select-short-circuit-add-carry-0f6	embedded-registers	compare-select,short-circuit,add-carry,reverse-loop,reverse-loop,compare-select,minmax-clamp,popcount-loop,gray-decode,sub-borrow,horner-loop,counted-loop	0x246901a2	https://github.com/embench/embench-iot
case_0247	register-field-pack--byte-pack-short-circuit-add-carry-0f7	embedded-registers	byte-pack,short-circuit,add-carry,switch-phi,sub-borrow,divide-rem,counted-loop,minmax-clamp,halfword-swap,minmax-clamp,multiply-low,byte-pack	0x7916ba5a	https://github.com/embench/embench-iot
case_0248	register-field-pack--halfword-swap-short-circuit-add-carry-0f8	embedded-registers	halfword-swap,short-circuit,add-carry,multiply-low,byte-pack,minmax-clamp,mask-merge,gray-decode,counted-loop,sub-borrow,reverse-loop,array-scatter	0x818d3bca	https://github.com/embench/embench-iot
case_0249	register-field-pack--array-scatter-short-circuit-add-carry-0f9	embedded-registers	array-scatter,short-circuit,add-carry,carry-chain,halfword-swap,rotate-mix,switch-phi,carry-chain,mask-merge,halfword-swap,counted-loop,short-circuit	0xecea41b0	https://github.com/embench/embench-iot
case_0250	insertion-sort--counted-loop-short-circuit-add-carry-0fa	algorithms	counted-loop,short-circuit,add-carry,sub-borrow,add-carry,divide-rem,multiply-low,gray-decode,reverse-loop,reverse-loop,minmax-clamp,minmax-clamp	0x0e87aa8b	https://github.com/embench/embench-iot
case_0251	insertion-sort--switch-phi-short-circuit-add-carry-0fb	algorithms	switch-phi,short-circuit,add-carry,minmax-clamp,gray-decode,counted-loop,mask-merge,reverse-loop,popcount-loop,switch-phi,minmax-clamp,endian-swap	0xfe2ceebc	https://github.com/embench/embench-iot
case_0252	insertion-sort--short-circuit-short-circuit-add-carry-0fc	algorithms	short-circuit,short-circuit,add-carry,compare-select,endian-swap,array-scatter,halfword-swap,rotate-mix,counted-loop,divide-rem,carry-chain,mask-merge	0x6674dafc	https://github.com/embench/embench-iot
case_0253	insertion-sort--popcount-loop-short-circuit-add-carry-0fd	algorithms	popcount-loop,short-circuit,add-carry,multiply-low,reverse-loop,horner-loop,carry-chain,gray-decode,array-scatter,popcount-loop,reverse-loop,divide-rem	0xbcb39342	https://github.com/embench/embench-iot
case_0254	insertion-sort--reverse-loop-short-circuit-add-carry-0fe	algorithms	reverse-loop,short-circuit,add-carry,divide-rem,compare-select,array-scatter,compare-select,reverse-loop,rotate-mix,byte-pack,short-circuit,divide-rem	0xf41b3984	https://github.com/embench/embench-iot
case_0255	insertion-sort--gray-decode-short-circuit-add-carry-0ff	algorithms	gray-decode,short-circuit,add-carry,sub-borrow,sub-borrow,multiply-low,minmax-clamp,switch-phi,mask-merge,compare-select,divide-rem,mask-merge	0x3def2a57	https://github.com/embench/embench-iot
case_0256	insertion-sort--minmax-clamp-short-circuit-add-carry-100	algorithms	minmax-clamp,short-circuit,add-carry,counted-loop,horner-loop,halfword-swap,add-carry,horner-loop,byte-pack,carry-chain,add-carry,byte-pack	0x700c2dbc	https://github.com/embench/embench-iot
case_0257	insertion-sort--endian-swap-short-circuit-add-carry-101	algorithms	endian-swap,short-circuit,add-carry,horner-loop,short-circuit,carry-chain,compare-select,compare-select,short-circuit,multiply-low,short-circuit,counted-loop	0xdb5af4f7	https://github.com/embench/embench-iot
case_0258	insertion-sort--carry-chain-short-circuit-add-carry-102	algorithms	carry-chain,short-circuit,add-carry,minmax-clamp,short-circuit,add-carry,rotate-mix,horner-loop,byte-pack,mask-merge,compare-select,compare-select	0xdcd29a5a	https://github.com/embench/embench-iot
case_0259	insertion-sort--horner-loop-short-circuit-add-carry-103	algorithms	horner-loop,short-circuit,add-carry,mask-merge,byte-pack,rotate-mix,divide-rem,counted-loop,minmax-clamp,minmax-clamp,rotate-mix,switch-phi	0xb52acce2	https://github.com/embench/embench-iot
case_0260	insertion-sort--add-carry-popcount-loop-add-carry-104	algorithms	add-carry,popcount-loop,add-carry,switch-phi,sub-borrow,sub-borrow,mask-merge,carry-chain,multiply-low,gray-decode,halfword-swap,switch-phi	0x4ea100fb	https://github.com/embench/embench-iot
case_0261	insertion-sort--sub-borrow-popcount-loop-add-carry-105	algorithms	sub-borrow,popcount-loop,add-carry,carry-chain,counted-loop,horner-loop,multiply-low,byte-pack,short-circuit,compare-select,short-circuit,counted-loop	0xf4bd127b	https://github.com/embench/embench-iot
case_0262	insertion-sort--rotate-mix-popcount-loop-add-carry-106	algorithms	rotate-mix,popcount-loop,add-carry,endian-swap,carry-chain,popcount-loop,switch-phi,compare-select,byte-pack,divide-rem,counted-loop,reverse-loop	0x009f246f	https://github.com/embench/embench-iot
case_0263	insertion-sort--multiply-low-popcount-loop-add-carry-107	algorithms	multiply-low,popcount-loop,add-carry,divide-rem,sub-borrow,horner-loop,popcount-loop,horner-loop,divide-rem,endian-swap,rotate-mix,multiply-low	0xc6781a9d	https://github.com/embench/embench-iot
case_0264	insertion-sort--divide-rem-popcount-loop-add-carry-108	algorithms	divide-rem,popcount-loop,add-carry,minmax-clamp,byte-pack,multiply-low,rotate-mix,minmax-clamp,reverse-loop,short-circuit,multiply-low,sub-borrow	0xfca4f2ed	https://github.com/embench/embench-iot
case_0265	insertion-sort--mask-merge-popcount-loop-add-carry-109	algorithms	mask-merge,popcount-loop,add-carry,mask-merge,short-circuit,sub-borrow,divide-rem,popcount-loop,endian-swap,mask-merge,switch-phi,add-carry	0xb292fccd	https://github.com/embench/embench-iot
case_0266	insertion-sort--compare-select-popcount-loop-add-carry-10a	algorithms	compare-select,popcount-loop,add-carry,compare-select,add-carry,multiply-low,halfword-swap,minmax-clamp,carry-chain,multiply-low,popcount-loop,minmax-clamp	0x2a1c1338	https://github.com/embench/embench-iot
case_0267	insertion-sort--byte-pack-popcount-loop-add-carry-10b	algorithms	byte-pack,popcount-loop,add-carry,gray-decode,multiply-low,popcount-loop,compare-select,mask-merge,popcount-loop,rotate-mix,endian-swap,sub-borrow	0x77899816	https://github.com/embench/embench-iot
case_0268	insertion-sort--halfword-swap-popcount-loop-add-carry-10c	algorithms	halfword-swap,popcount-loop,add-carry,endian-swap,sub-borrow,compare-select,gray-decode,endian-swap,carry-chain,array-scatter,gray-decode,endian-swap	0x5d7a623a	https://github.com/embench/embench-iot
case_0269	insertion-sort--array-scatter-popcount-loop-add-carry-10d	algorithms	array-scatter,popcount-loop,add-carry,divide-rem,carry-chain,halfword-swap,sub-borrow,short-circuit,sub-borrow,divide-rem,byte-pack,add-carry	0x826b5b68	https://github.com/embench/embench-iot
case_0270	insertion-sort--counted-loop-popcount-loop-add-carry-10e	algorithms	counted-loop,popcount-loop,add-carry,byte-pack,reverse-loop,reverse-loop,sub-borrow,popcount-loop,counted-loop,reverse-loop,popcount-loop,minmax-clamp	0x6a451063	https://github.com/embench/embench-iot
case_0271	insertion-sort--switch-phi-popcount-loop-add-carry-10f	algorithms	switch-phi,popcount-loop,add-carry,reverse-loop,array-scatter,divide-rem,byte-pack,add-carry,mask-merge,byte-pack,mask-merge,endian-swap	0xc4208faf	https://github.com/embench/embench-iot
case_0272	insertion-sort--short-circuit-popcount-loop-add-carry-110	algorithms	short-circuit,popcount-loop,add-carry,rotate-mix,switch-phi,counted-loop,array-scatter,divide-rem,carry-chain,rotate-mix,array-scatter,mask-merge	0x115abce4	https://github.com/embench/embench-iot
case_0273	insertion-sort--popcount-loop-popcount-loop-add-carry-111	algorithms	popcount-loop,popcount-loop,add-carry,gray-decode,add-carry,minmax-clamp,switch-phi,sub-borrow,array-scatter,switch-phi,popcount-loop,halfword-swap	0x852c4924	https://github.com/embench/embench-iot
case_0274	insertion-sort--reverse-loop-popcount-loop-add-carry-112	algorithms	reverse-loop,popcount-loop,add-carry,halfword-swap,halfword-swap,counted-loop,gray-decode,add-carry,carry-chain,mask-merge,multiply-low,halfword-swap	0x20f089ff	https://github.com/embench/embench-iot
case_0275	binary-search--gray-decode-popcount-loop-add-carry-113	algorithms	gray-decode,popcount-loop,add-carry,sub-borrow,horner-loop,halfword-swap,endian-swap,mask-merge,endian-swap,minmax-clamp,switch-phi,popcount-loop	0x6924b352	https://github.com/embench/embench-iot
case_0276	binary-search--minmax-clamp-popcount-loop-add-carry-114	algorithms	minmax-clamp,popcount-loop,add-carry,gray-decode,sub-borrow,horner-loop,divide-rem,endian-swap,carry-chain,byte-pack,mask-merge,popcount-loop	0x2bbafa3f	https://github.com/embench/embench-iot
case_0277	binary-search--endian-swap-popcount-loop-add-carry-115	algorithms	endian-swap,popcount-loop,add-carry,compare-select,carry-chain,mask-merge,compare-select,divide-rem,endian-swap,counted-loop,endian-swap,short-circuit	0xbe5bba45	https://github.com/embench/embench-iot
case_0278	binary-search--carry-chain-popcount-loop-add-carry-116	algorithms	carry-chain,popcount-loop,add-carry,sub-borrow,reverse-loop,horner-loop,rotate-mix,popcount-loop,rotate-mix,halfword-swap,multiply-low,add-carry	0x3f0fa49e	https://github.com/embench/embench-iot
case_0279	binary-search--horner-loop-popcount-loop-add-carry-117	algorithms	horner-loop,popcount-loop,add-carry,short-circuit,mask-merge,popcount-loop,minmax-clamp,halfword-swap,sub-borrow,endian-swap,gray-decode,array-scatter	0x7e7b2a74	https://github.com/embench/embench-iot
case_0280	binary-search--add-carry-reverse-loop-add-carry-118	algorithms	add-carry,reverse-loop,add-carry,halfword-swap,switch-phi,popcount-loop,horner-loop,multiply-low,gray-decode,short-circuit,compare-select,multiply-low	0x82e41a9e	https://github.com/embench/embench-iot
case_0281	binary-search--sub-borrow-reverse-loop-add-carry-119	algorithms	sub-borrow,reverse-loop,add-carry,sub-borrow,short-circuit,gray-decode,popcount-loop,rotate-mix,short-circuit,sub-borrow,counted-loop,rotate-mix	0x8cecca8f	https://github.com/embench/embench-iot
case_0282	binary-search--rotate-mix-reverse-loop-add-carry-11a	algorithms	rotate-mix,reverse-loop,add-carry,carry-chain,add-carry,array-scatter,sub-borrow,gray-decode,gray-decode,byte-pack,divide-rem,reverse-loop	0xb847ac47	https://github.com/embench/embench-iot
case_0283	binary-search--multiply-low-reverse-loop-add-carry-11b	algorithms	multiply-low,reverse-loop,add-carry,switch-phi,horner-loop,multiply-low,switch-phi,rotate-mix,add-carry,rotate-mix,divide-rem,horner-loop	0xffca88e8	https://github.com/embench/embench-iot
case_0284	binary-search--divide-rem-reverse-loop-add-carry-11c	algorithms	divide-rem,reverse-loop,add-carry,sub-borrow,mask-merge,minmax-clamp,reverse-loop,reverse-loop,gray-decode,array-scatter,reverse-loop,gray-decode	0x3a6edbd7	https://github.com/embench/embench-iot
case_0285	binary-search--mask-merge-reverse-loop-add-carry-11d	algorithms	mask-merge,reverse-loop,add-carry,short-circuit,counted-loop,reverse-loop,minmax-clamp,multiply-low,halfword-swap,divide-rem,carry-chain,carry-chain	0x0d2cd969	https://github.com/embench/embench-iot
case_0286	binary-search--compare-select-reverse-loop-add-carry-11e	algorithms	compare-select,reverse-loop,add-carry,switch-phi,rotate-mix,divide-rem,add-carry,carry-chain,gray-decode,carry-chain,halfword-swap,counted-loop	0xf41fff70	https://github.com/embench/embench-iot
case_0287	binary-search--byte-pack-reverse-loop-add-carry-11f	algorithms	byte-pack,reverse-loop,add-carry,rotate-mix,mask-merge,counted-loop,reverse-loop,gray-decode,halfword-swap,switch-phi,divide-rem,switch-phi	0x5f03ba9b	https://github.com/embench/embench-iot
